"","province","pt","type","category","constrained","Industry","conversion.factor"
"1060","Quebec","QC","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",48.2710001266144
"1061","Quebec","QC","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",31.228856639973
"1062","Quebec","QC","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",42.0157755738001
"1063","Quebec","QC","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",11.6460853738789
"1064","Quebec","QC","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",16.7857700737358
"1065","Quebec","QC","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",145.421163190968
"1066","Quebec","QC","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",195.651830188746
"1067","Quebec","QC","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",54.231485360338
"1068","Quebec","QC","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",78.1650842142684
"1069","Quebec","QC","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",33.1418225695146
"1070","Quebec","QC","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",45.4288523576014
"1071","Quebec","QC","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",21.3989769517917
"1072","Quebec","QC","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",29.6294784987601
"1073","Quebec","QC","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",10.5817196328508
"1074","Quebec","QC","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",14.5047961041375
"1075","Quebec","QC","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",6.83239354319588
"1076","Quebec","QC","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",9.46027737864542
"1077","Quebec","QC","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",85.2870353564843
"1078","Quebec","QC","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",116.906429303957
"1079","Quebec","QC","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",55.0680428045867
"1080","Quebec","QC","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",76.2483829915377
"1081","Saskatchewan","SK","Indirect","Output",TRUE,"Forestry and logging [BS113000]",13.9692184213193
"1082","Saskatchewan","SK","Indirect","Output",FALSE,"Forestry and logging [BS113000]",20.5392106866196
"1083","Saskatchewan","SK","Induced","Output",TRUE,"Forestry and logging [BS113000]",5.65794741676915
"1084","Saskatchewan","SK","Induced","Output",FALSE,"Forestry and logging [BS113000]",8.28194917432781
"1085","Saskatchewan","SK","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",4.59795215247177
"1086","Saskatchewan","SK","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",6.76045753873285
"1087","Saskatchewan","SK","Induced","GDP",TRUE,"Forestry and logging [BS113000]",1.86230687493602
"1088","Saskatchewan","SK","Induced","GDP",FALSE,"Forestry and logging [BS113000]",2.72599403089339
"1089","Saskatchewan","SK","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",35.9395673275769
"1090","Saskatchewan","SK","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",52.8426375093746
"1091","Saskatchewan","SK","Induced","Jobs",TRUE,"Forestry and logging [BS113]",14.556589781038
"1092","Saskatchewan","SK","Induced","Jobs",FALSE,"Forestry and logging [BS113]",21.3075392607551
"1093","Saskatchewan","SK","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",7.26904000440069
"1094","Saskatchewan","SK","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",11.6796985260366
"1095","Saskatchewan","SK","Induced","Output",TRUE,"Support activities for forestry [BS115300]",4.91570435997609
"1096","Saskatchewan","SK","Induced","Output",FALSE,"Support activities for forestry [BS115300]",6.95607019912478
"1097","Saskatchewan","SK","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",1.97006124058584
"1098","Saskatchewan","SK","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",3.16544156504052
"1099","Saskatchewan","SK","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",1.33225826572764
"1100","Saskatchewan","SK","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",1.88523990482837
"1101","Saskatchewan","SK","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",12.6166161043211
"1102","Saskatchewan","SK","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",20.272040383324
"1103","Saskatchewan","SK","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",8.53201451011535
"1104","Saskatchewan","SK","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",12.0734054626105
"1105","Saskatchewan","SK","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",13.0339358163042
"1106","Saskatchewan","SK","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",17.1221660432862
"1107","Saskatchewan","SK","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",6.65876931248189
"1108","Saskatchewan","SK","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",9.24414187075519
"1109","Saskatchewan","SK","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",4.77642820007466
"1110","Saskatchewan","SK","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",6.27460483833367
"1111","Saskatchewan","SK","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",2.44017877410022
"1112","Saskatchewan","SK","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",3.38761679812276
"1113","Saskatchewan","SK","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",38.7922872658077
"1114","Saskatchewan","SK","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",50.9598937055646
"1115","Saskatchewan","SK","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",19.8181804519416
"1116","Saskatchewan","SK","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",27.5129026282022
"1117","Saskatchewan","SK","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",29.3762118064413
"1118","Saskatchewan","SK","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",40.4387167153075
"1119","Saskatchewan","SK","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",17.1991234248087
"1120","Saskatchewan","SK","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",23.9880471892974
"1121","Saskatchewan","SK","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",10.5020900307838
"1122","Saskatchewan","SK","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",14.4569710509917
"1123","Saskatchewan","SK","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",6.14874184078077
"1124","Saskatchewan","SK","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",8.57580388188284
"1125","Saskatchewan","SK","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",67.499000711003
"1126","Saskatchewan","SK","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",92.9177998274127
"1127","Saskatchewan","SK","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",39.519174627725
"1128","Saskatchewan","SK","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",55.1183803056229
"1129","Saskatchewan","SK","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",5.21387286822573
"1130","Saskatchewan","SK","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",6.8748915148158
"1131","Saskatchewan","SK","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",2.97418836097561
"1132","Saskatchewan","SK","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",4.11418180526696
"1133","Saskatchewan","SK","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",2.16610102931806
"1134","Saskatchewan","SK","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",2.85617044432464
"1135","Saskatchewan","SK","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",1.2356251548357
"1136","Saskatchewan","SK","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",1.7092348947555
"1137","Saskatchewan","SK","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",30.1223424389543
"1138","Saskatchewan","SK","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",39.7186202413896
"1139","Saskatchewan","SK","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",17.1829123094339
"1140","Saskatchewan","SK","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",23.7690477551937
"1141","Saskatchewan","SK","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",26.8476304462989
"1142","Saskatchewan","SK","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",36.1212076549784
"1143","Saskatchewan","SK","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",10.012207615175
"1144","Saskatchewan","SK","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",14.4308245700983
"1145","Saskatchewan","SK","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",7.04723531401652
"1146","Saskatchewan","SK","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",9.48145687122195
"1147","Saskatchewan","SK","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",2.62810467456555
"1148","Saskatchewan","SK","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",3.7879475704268
"1149","Saskatchewan","SK","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",19.9541883891352
"1150","Saskatchewan","SK","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",26.8466665552555
"1151","Saskatchewan","SK","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",7.44145660615937
"1152","Saskatchewan","SK","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",10.7255421538328
"1153","Saskatchewan","SK","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",1.68412891549186
"1154","Saskatchewan","SK","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",2.30850441892785
"1155","Saskatchewan","SK","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",1.08740657731981
"1156","Saskatchewan","SK","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",1.50564626873015
"1157","Saskatchewan","SK","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",0.445953139616225
"1158","Saskatchewan","SK","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",0.611286216850054
"1159","Saskatchewan","SK","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",0.287942551626741
"1160","Saskatchewan","SK","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",0.398691379570288
"1161","Saskatchewan","SK","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",5.57441424520282
"1162","Saskatchewan","SK","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",7.64107771062568
"1163","Saskatchewan","SK","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",3.59928189533426
"1164","Saskatchewan","SK","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",4.9836422446286
"1165","Yukon","YT","Indirect","Output",TRUE,"Forestry and logging [BS113000]",52.8049685506934
"1166","Yukon","YT","Indirect","Output",FALSE,"Forestry and logging [BS113000]",77.6401615073741
"1167","Yukon","YT","Induced","Output",TRUE,"Forestry and logging [BS113000]",21.3875770564231
"1168","Yukon","YT","Induced","Output",FALSE,"Forestry and logging [BS113000]",31.306552199183
"1169","Yukon","YT","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",23.3946063199274
"1170","Yukon","YT","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",34.3975399083303
"1171","Yukon","YT","Induced","GDP",TRUE,"Forestry and logging [BS113000]",9.47550882246593
"1172","Yukon","YT","Induced","GDP",FALSE,"Forestry and logging [BS113000]",13.8699914806507
"1173","Yukon","YT","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",868.942520454448
"1174","Yukon","YT","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",1277.62291088084
"1175","Yukon","YT","Induced","Jobs",TRUE,"Forestry and logging [BS113]",351.947470548735
"1176","Yukon","YT","Induced","Jobs",FALSE,"Forestry and logging [BS113]",515.171112138454
"1177","Yukon","YT","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",84.930582014993
"1178","Yukon","YT","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",136.464181374076
"1179","Yukon","YT","Induced","Output",TRUE,"Support activities for forestry [BS115300]",57.4344936956815
"1180","Yukon","YT","Induced","Output",FALSE,"Support activities for forestry [BS115300]",81.2738807588286
"1181","Yukon","YT","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",67.4258055691548
"1182","Yukon","YT","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",108.337976052701
"1183","Yukon","YT","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",45.5968499568769
"1184","Yukon","YT","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",64.5227755642608
"1185","Yukon","YT","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",842.822569614434
"1186","Yukon","YT","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",1354.22470065876
"1187","Yukon","YT","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",569.960624460962
"1188","Yukon","YT","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",806.534694553261
"1189","Yukon","YT","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",7.09427573456442
"1190","Yukon","YT","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",9.31946948304911
"1191","Yukon","YT","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",3.62431933234708
"1192","Yukon","YT","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",5.03151866672034
"1193","Yukon","YT","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",3.31066200946339
"1194","Yukon","YT","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",4.34908575875625
"1195","Yukon","YT","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",1.69134902176197
"1196","Yukon","YT","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",2.34804204446949
"1197","Yukon","YT","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",70.9427573456442
"1198","Yukon","YT","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",93.1946948304911
"1199","Yukon","YT","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",36.2431933234708
"1200","Yukon","YT","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",50.3151866672034
"1201","Yukon","YT","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",0
"1202","Yukon","YT","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",0
"1203","Yukon","YT","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",0
"1204","Yukon","YT","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",0
"1205","Yukon","YT","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0
"1206","Yukon","YT","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0
"1207","Yukon","YT","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0
"1208","Yukon","YT","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0
"1209","Yukon","YT","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",58.6978815956148
"1210","Yukon","YT","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",77.3976616458389
"1211","Yukon","YT","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",33.4834700937023
"1212","Yukon","YT","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",46.3175383389378
